idx,job_id,node,forecast_id,allocated_time,carbon_emissions,throughput,transfer_time,deadline,extendable
0,3,jgoldverg@gmail.com-ccuc,0,621.490072124209,23.09835480123597,901060250.3849494,621.490072124209,3,False
1,2,jgoldverg@gmail.com-cali,0,447.9982030529691,32.63428118809381,892860724.159436,447.9982030529691,5,False
2,8,jgoldverg@gmail.com-tacc,0,272.185743751183,10.10824755656489,881750809.9152856,272.185743751183,6,False
3,6,jgoldverg@gmail.com-ccuc,0,184.71680213657388,6.855602089129079,866190829.1466683,184.71680213657388,8,False
4,4,jgoldverg@gmail.com-cali,0,710.7920174859588,51.81730167778453,900404034.169732,710.7920174859588,10,False
5,7,jgoldverg@gmail.com-tacc,0,621.7558832971162,23.10787763673907,900675031.8635825,621.7558832971162,12,False
6,1,jgoldverg@gmail.com-ccuc,0,446.7807641291549,16.60125371639321,895293692.3765332,446.7807641291549,15,False
7,5,jgoldverg@gmail.com-cali,0,2441.2097794610722,640.0965966949667,912221245.350654,2441.2097794610722,25,False
7,5,jgoldverg@gmail.com-cali,1,3600.0,640.0965966949667,912221245.350654,3600.0,25,False
7,5,jgoldverg@gmail.com-cali,2,2728.5925473032366,640.0965966949667,912221245.350654,2728.5925473032366,25,False
8,9,jgoldverg@gmail.com-tacc,0,2631.784185686231,97.85575059774057,911928878.1554124,2631.784185686231,25,False
