,job_id,node,forecast_id,allocated_time,carbon_emissions,throughput,transfer_time,deadline
0,168,jgoldverg@gmail.com-cali,17,77.80115560312039,7.244635257163651,795779272.3263465,77.80115560312039,18
1,213,jgoldverg@gmail.com-cali,17,66.8091503170142,6.207647952344004,776449774.8265679,66.8091503170142,18
2,12,jgoldverg@gmail.com-cali,17,64.35765614439565,5.9763736517340815,771238303.7790647,64.35765614439565,18
3,346,jgoldverg@gmail.com-cali,17,61.70646068616988,5.726259504113477,765136243.093293,61.70646068616988,18
4,405,jgoldverg@gmail.com-cali,17,49.92677649222864,4.614962461767452,730187214.0228109,49.92677649222864,18
5,44,jgoldverg@gmail.com-cali,17,44.33189948539256,4.087140988150639,707082196.1582915,44.33189948539256,18
6,24,jgoldverg@gmail.com-cali,17,43.815509158243074,4.038424652991803,704652233.904065,43.815509158243074,18
7,606,jgoldverg@gmail.com-cali,17,32.998918296521424,3.017985969323108,636272332.9089645,32.998918296521424,18
8,188,jgoldverg@gmail.com-cali,17,25.282283626221425,2.2899975831505897,551729349.6989675,25.282283626221425,18
9,156,jgoldverg@gmail.com-cali,17,18.555500164561632,1.655391897431985,420665139.43438107,18.555500164561632,18
10,599,jgoldverg@gmail.com-cali,17,15.51421125560596,1.368476279509005,324099872.8944798,15.51421125560596,18
11,742,jgoldverg@gmail.com-cali,17,14.43769988854823,1.2669180476781003,280170344.53032553,14.43769988854823,18
12,75,jgoldverg@gmail.com-cali,17,14.40830224826163,1.264144670211898,278878627.80535394,14.40830224826163,18
13,597,jgoldverg@gmail.com-cali,17,13.148627289177096,1.1453067596787785,218102797.26770455,13.148627289177096,18
14,848,jgoldverg@gmail.com-cali,17,12.79495655305957,1.1119414133298584,198887569.9145293,12.79495655305957,18
15,547,jgoldverg@gmail.com-cali,17,12.687352542292558,1.1017900360143735,192828802.68714663,12.687352542292558,18
16,198,jgoldverg@gmail.com-cali,17,12.358168425735858,1.0707347607545403,173638607.7674149,12.358168425735858,18
17,183,jgoldverg@gmail.com-cali,17,11.97346829245957,1.034442096769546,149874917.1223948,11.97346829245957,18
18,142,jgoldverg@gmail.com-cali,17,11.6594791770472,1.0048203200273405,129316905.59284888,11.6594791770472,18
19,320,jgoldverg@gmail.com-cali,17,11.12663631027297,0.954551849996035,91774530.55216724,11.12663631027297,18
20,173,jgoldverg@gmail.com-cali,17,11.100247089775031,0.952062287270384,89821560.18116231,11.100247089775031,18
21,15,jgoldverg@gmail.com-cali,17,10.954244382665754,0.9382883716107006,78846384.81927083,10.954244382665754,18
22,390,jgoldverg@gmail.com-cali,17,91.61397710552656,8.547738755470741,813492603.6684873,91.61397710552656,17
23,732,jgoldverg@gmail.com-cali,17,87.95396718445235,8.202452911361364,809340858.16408,87.95396718445235,17
24,994,jgoldverg@gmail.com-cali,17,85.77744151182245,7.997119177216956,806703914.180779,85.77744151182245,17
25,557,jgoldverg@gmail.com-cali,17,85.24604161960389,7.946986837605574,806039651.6076882,85.24604161960389,17
26,701,jgoldverg@gmail.com-cali,17,83.64485215307194,7.795930401024044,803987096.0729554,83.64485215307194,17
27,797,jgoldverg@gmail.com-cali,17,82.34285482831935,7.673099792637767,802259227.9771255,82.34285482831935,17
28,759,jgoldverg@gmail.com-cali,17,73.86729984599255,6.873514758860257,789522565.70353,73.86729984599255,17
29,696,jgoldverg@gmail.com-cali,17,67.59571804500389,6.281852861009499,778041787.8686501,67.59571804500389,17
30,439,jgoldverg@gmail.com-cali,17,56.47157624476988,5.232399779101222,751404926.4018894,56.47157624476988,17
31,490,jgoldverg@gmail.com-cali,17,54.58598738787091,5.054513064546494,745813771.1189601,54.58598738787091,17
32,157,jgoldverg@gmail.com-cali,17,42.787185758590496,3.941412480696309,699638586.7698662,42.787185758590496,17
33,877,jgoldverg@gmail.com-cali,17,40.13382002640802,3.691093589129309,685515210.6103256,40.13382002640802,17
34,323,jgoldverg@gmail.com-cali,17,33.35344931446988,3.051432474779398,639216614.9589397,33.35344931446988,17
35,667,jgoldverg@gmail.com-cali,17,33.0053685356575,3.018594485778756,636326465.2933716,33.0053685356575,17
36,420,jgoldverg@gmail.com-cali,17,19.633643270971945,1.7571040677799632,447715214.883032,19.633643270971945,17
37,40,jgoldverg@gmail.com-cali,17,17.616680553874005,1.566823525014139,394413825.84825486,17.616680553874005,17
38,556,jgoldverg@gmail.com-cali,17,16.75359627218947,1.4854000340495257,367684579.4729758,16.75359627218947,17
39,875,jgoldverg@gmail.com-cali,17,16.665613078313175,1.477099687323662,364804290.8131263,16.665613078313175,17
40,492,jgoldverg@gmail.com-cali,17,15.3462272124472,1.352628641554528,317650724.9968343,15.3462272124472,17
41,921,jgoldverg@gmail.com-cali,17,14.266202572403898,1.250738967062382,272559785.42752415,14.266202572403898,17
