,job_id,node,forecast_id,allocated_time,carbon_emissions,bytes,throughput,transfer_time,deadline
0,4,jgoldverg@gmail.com-ccuc,0,19.124912017702087,0.003705771153274099,,436592582.9238535,19.124912017702087,16
1,5,jgoldverg@gmail.com-ccuc,0,13.843186166639684,0.0019270598349389392,,253753247.67829016,13.843186166639684,10
2,6,jgoldverg@gmail.com-tacc,0,65.86981892281852,0.04456970964677933,,776324285.3896085,65.86981892281852,15
3,7,jgoldverg@gmail.com-ccuc,0,10.570632871706948,0.0011141536425418336,,48788598.96651773,10.570632871706948,1
4,9,jgoldverg@gmail.com-ccuc,0,19.0307967337032,0.0036690327649591455,,434222666.5353063,19.0307967337032,10
5,12,jgoldverg@gmail.com-tacc,0,64.22984279107013,0.04237194791455117,,772773019.5674832,64.22984279107013,18
6,14,jgoldverg@gmail.com-ccuc,0,22.71857906398548,0.005245477923777618,,512395603.22915095,22.71857906398548,7
7,17,jgoldverg@gmail.com-ccuc,0,16.17531191854017,0.0026413844578131256,,349206894.3366492,16.17531191854017,6
8,25,jgoldverg@gmail.com-ccuc,0,15.178711803859493,0.002322379091787405,,312005207.10827506,15.178711803859493,12
9,29,jgoldverg@gmail.com-tacc,0,75.2265207095481,0.05817166112738995,,793623816.2404127,75.2265207095481,10
10,32,jgoldverg@gmail.com-ccuc,0,16.60158201434976,0.002784096242755741,,363755186.3900802,16.60158201434976,15
11,34,jgoldverg@gmail.com-ccuc,0,15.869210370220276,0.0025412199163410403,,338277733.2181454,15.869210370220276,12
12,40,jgoldverg@gmail.com-ccuc,0,17.59453233802537,0.003131085210939914,,394910318.8712432,17.59453233802537,17
13,45,jgoldverg@gmail.com-ccuc,0,15.202338416210498,0.0023297043531636127,,312943601.553234,15.202338416210498,14
14,46,jgoldverg@gmail.com-ccuc,0,46.40365604172977,0.022067565864666933,,718302417.939341,46.40365604172977,6
15,56,jgoldverg@gmail.com-ccuc,0,22.650484451455988,0.005213822831542142,,511182819.4586683,22.650484451455988,6
16,57,jgoldverg@gmail.com-ccuc,0,16.414026846330287,0.002720841789629145,,357447157.05224574,16.414026846330287,13
17,62,jgoldverg@gmail.com-ccuc,0,15.404005047216971,0.0023926989782859696,,320836186.7482571,15.404005047216971,6
18,66,jgoldverg@gmail.com-ccuc,0,10.00811106605436,0.0009967076323819557,,56452.610914393226,10.00811106605436,1
19,67,jgoldverg@gmail.com-ccuc,0,10.007505541063775,0.0009965847303686545,,1043.2170091899095,10.007505541063775,1
20,70,jgoldverg@gmail.com-ccuc,0,19.27936952063588,0.0037664610491328757,,440431829.6255124,19.27936952063588,6
21,71,jgoldverg@gmail.com-tacc,0,59.84014866701147,0.036762654053025395,,762309598.0900775,59.84014866701147,15
22,72,jgoldverg@gmail.com-ccuc,0,10.007548405992496,0.0009965934303154099,,4965.851573622382,10.007548405992496,1
23,73,jgoldverg@gmail.com-tacc,0,52.09759593989154,0.02783929872658121,,739556381.151514,52.09759593989154,14
24,75,jgoldverg@gmail.com-ccuc,0,14.395064602630026,0.0020859498623610135,,279135083.51090467,14.395064602630026,18
25,79,jgoldverg@gmail.com-tacc,0,50.46903534440239,0.02612001761886478,,733881846.9433651,50.46903534440239,11
26,80,jgoldverg@gmail.com-ccuc,0,16.354436235573843,0.002700896524278847,,355412663.1009515,16.354436235573843,8
27,86,jgoldverg@gmail.com-ccuc,0,10.0075060913981,0.000996584842065306,,1093.5791494952832,10.0075060913981,1
28,87,jgoldverg@gmail.com-ccuc,0,10.65772529576864,0.0011329216540752064,,55873669.049850784,10.65772529576864,1
29,88,jgoldverg@gmail.com-ccuc,0,15.253621896377602,0.002345644111977437,,314970459.9103081,15.253621896377602,11
30,89,jgoldverg@gmail.com-ccuc,0,10.007650156693472,0.0009966140819815362,,14277.077811761512,10.007650156693472,1
31,95,jgoldverg@gmail.com-ccuc,0,16.780703579711833,0.0028451848697574004,,369647929.63147736,16.780703579711833,14
32,101,jgoldverg@gmail.com-ccuc,0,10.007514459973953,0.000996586540564353,,1859.402759239024,10.007514459973953,1
33,103,jgoldverg@gmail.com-tacc,0,80.31046272128913,0.06632061990969582,,801333320.7572258,80.31046272128913,6
34,104,jgoldverg@gmail.com-ccuc,0,13.728878679659957,0.001894936465464638,,248240947.82403693,13.728878679659957,13
35,106,jgoldverg@gmail.com-ccuc,0,20.58088095900481,0.004297429720770495,,470494010.5959503,20.58088095900481,13
36,108,jgoldverg@gmail.com-ccuc,0,10.314346913419312,0.00105983428600041,,27245341.499459,10.314346913419312,1
37,112,jgoldverg@gmail.com-ccuc,0,10.019425747497111,0.000999005540469789,,1090586.254679278,10.019425747497111,1
38,118,jgoldverg@gmail.com-tacc,0,62.490544973509216,0.04010179776483492,,768803008.076921,62.490544973509216,12
39,124,jgoldverg@gmail.com-ccuc,0,10.0075092973139,0.000996585492742745,,1386.9584916324293,10.0075092973139,1
40,126,jgoldverg@gmail.com-ccuc,0,10.00795273574399,0.0009966754957119563,,41965.02632351595,10.00795273574399,1
41,127,jgoldverg@gmail.com-ccuc,0,21.55779886464562,0.004718969151973232,,490673909.0764722,21.55779886464562,7
42,128,jgoldverg@gmail.com-ccuc,0,16.618168409393817,0.0027897251118813803,,364306182.6583593,16.618168409393817,10
43,130,jgoldverg@gmail.com-ccuc,0,10.04309010579411,0.0010038201054663755,,3245916.511412439,10.04309010579411,1
44,137,jgoldverg@gmail.com-ccuc,0,17.747831692956463,0.003186471236940054,,399409635.759238,17.747831692956463,7
45,139,jgoldverg@gmail.com-ccuc,0,10.007537163448523,0.0009965911485038152,,3937.0325941835463,10.007537163448523,1
46,141,jgoldverg@gmail.com-tacc,0,56.41387699625073,0.03266108229930448,,753011113.6808279,56.41387699625073,6
47,143,jgoldverg@gmail.com-tacc,0,77.56821634500973,0.061858789525810406,,797300401.5578185,77.56821634500973,8
48,145,jgoldverg@gmail.com-tacc,0,72.61796588629018,0.054197737676448726,,789249059.6300284,72.61796588629018,7
49,146,jgoldverg@gmail.com-ccuc,0,10.007671086868571,0.0009966183300671304,,16192.37868564936,10.007671086868571,1
50,151,jgoldverg@gmail.com-ccuc,0,13.826103833018486,0.0019222420995716786,,252935271.5873911,13.826103833018486,6
51,153,jgoldverg@gmail.com-ccuc,0,10.007508581005736,0.0009965853473597561,,1321.4078102415187,10.007508581005736,1
52,154,jgoldverg@gmail.com-ccuc,0,10.06339895344443,0.0010079612097200108,,5087547.08392797,10.06339895344443,1
53,156,jgoldverg@gmail.com-ccuc,0,18.53074458222897,0.003476904019267871,,421227114.1811345,18.53074458222897,18
54,161,jgoldverg@gmail.com-ccuc,0,10.008230453659978,0.0009967318651034319,,67376.5460459999,10.008230453659978,1
55,167,jgoldverg@gmail.com-ccuc,0,18.365849735584376,0.0034146811959164004,,416786608.0908257,18.365849735584376,6
56,168,jgoldverg@gmail.com-tacc,0,77.64181937786229,0.06197651791600307,,797412367.305407,77.64181937786229,18
57,172,jgoldverg@gmail.com-ccuc,0,10.381489744747514,0.004988228018302312,,720315399.1912432,46.88147559515695,14
58,175,jgoldverg@gmail.com-ccuc,0,10.008013394815723,0.0009966878077631114,,47515.52393468354,10.008013394815723,1
59,181,jgoldverg@gmail.com-ccuc,0,10.007558198449209,0.000996595417816215,,5861.969407191726,10.007558198449209,1
60,182,jgoldverg@gmail.com-ccuc,0,10.00754674625407,0.0009965930934510633,,4813.967021241523,10.00754674625407,1
61,184,jgoldverg@gmail.com-tacc,0,76.77797104371389,0.06060184022123019,,796084746.1988809,76.77797104371389,7
62,186,jgoldverg@gmail.com-ccuc,0,10.007593218929998,0.0009966025256742887,,9066.71544446542,10.007593218929998,1
63,192,jgoldverg@gmail.com-ccuc,0,14.568973680846202,0.0021373234831846967,,286735002.4450977,14.568973680846202,8
64,193,jgoldverg@gmail.com-tacc,0,78.96020338222912,0.06410423627874554,,799382552.0237417,78.96020338222912,6
65,201,jgoldverg@gmail.com-ccuc,0,16.689694924214916,0.0028140639287592382,,366669732.6576727,16.689694924214916,16
66,203,jgoldverg@gmail.com-ccuc,0,19.97518514639886,0.004045974552114552,,456991047.4970336,19.97518514639886,15
67,206,jgoldverg@gmail.com-ccuc,0,10.016992649583852,0.0009985111773567533,,868404.3509167777,10.016992649583852,1
68,209,jgoldverg@gmail.com-tacc,0,71.13747753887642,0.05200486743294057,,786623442.269497,71.13747753887642,6
69,213,jgoldverg@gmail.com-tacc,0,66.67558859905459,0.04566989331438107,,778005126.1630037,66.67558859905459,18
70,214,jgoldverg@gmail.com-ccuc,0,10.042693253601,0.0010037392696424507,,3209855.283436175,10.042693253601,1
71,217,jgoldverg@gmail.com-ccuc,0,19.78758859847979,0.003969630976269809,,452641235.9658675,19.78758859847979,15
72,218,jgoldverg@gmail.com-ccuc,0,21.01343037814317,0.004481642138664982,,479660522.3716285,21.01343037814317,12
73,228,jgoldverg@gmail.com-tacc,0,84.79655656175639,0.07395478075014596,,807368455.7950162,84.79655656175639,14
74,231,jgoldverg@gmail.com-ccuc,0,17.88171683419069,0.0032352402245665285,,403276039.0328804,17.88171683419069,11
75,233,jgoldverg@gmail.com-ccuc,0,14.40055303439243,0.002087561624138467,,279377736.0071881,14.40055303439243,11
76,235,jgoldverg@gmail.com-ccuc,0,14.607761383500248,0.002148866789472462,,288405364.8876424,14.607761383500248,11
77,236,jgoldverg@gmail.com-ccuc,0,10.204604187561548,0.001036989455283994,,17689539.80792616,10.204604187561548,1
78,240,jgoldverg@gmail.com-tacc,0,81.4508789595905,0.06822189750179264,,802930539.772886,81.4508789595905,4
79,243,jgoldverg@gmail.com-ccuc,0,10.00753021001807,0.0009965897372214948,,3300.714492666054,10.00753021001807,1
80,245,jgoldverg@gmail.com-ccuc,0,10.767052781278624,0.0011567030455215998,,64605338.35308218,10.767052781278624,1
81,248,jgoldverg@gmail.com-ccuc,0,19.49708970076796,0.0038528453494644705,,445740250.53891456,19.49708970076796,9
82,253,jgoldverg@gmail.com-ccuc,0,10.00754809151574,0.0009965933664884765,,4937.073451776606,10.00754809151574,1
83,254,jgoldverg@gmail.com-ccuc,0,10.016368395755457,0.0009983843595684032,,811382.2973448089,10.016368395755457,1
84,257,jgoldverg@gmail.com-ccuc,0,10.34553094377719,0.0010663711737549813,,29923689.531488903,10.34553094377719,1
85,262,jgoldverg@gmail.com-ccuc,0,17.219153613547483,0.002997513440798772,,383554736.5582359,17.219153613547483,7
86,264,jgoldverg@gmail.com-ccuc,0,13.562719977145862,0.0018487229576273079,,240062507.0403593,13.562719977145862,11
87,265,jgoldverg@gmail.com-tacc,0,65.33008822922109,0.043840272522469234,,775175215.6573476,65.33008822922109,9
88,272,jgoldverg@gmail.com-ccuc,0,17.22039985871874,0.0029979520782541943,,383593255.8009418,17.22039985871874,7
89,273,jgoldverg@gmail.com-ccuc,0,10.008145911825835,0.000996714705178477,,59641.01695346938,10.008145911825835,1
90,274,jgoldverg@gmail.com-ccuc,0,13.165219105845445,0.0017404810416447815,,219659579.7418968,13.165219105845445,12
91,275,jgoldverg@gmail.com-ccuc,0,22.03227135462116,0.004930817431446169,,499829294.5266493,22.03227135462116,8
92,276,jgoldverg@gmail.com-ccuc,0,14.087874947269004,0.0019967311437380244,,265252293.1944681,14.087874947269004,12
93,277,jgoldverg@gmail.com-tacc,0,68.6121687194237,0.04836892514720549,,781883381.9315338,68.6121687194237,11
94,280,jgoldverg@gmail.com-ccuc,0,10.13105918622146,0.0010218190493666967,,11169782.539016582,10.13105918622146,1
95,284,jgoldverg@gmail.com-ccuc,0,20.75666585611907,0.0043718260414892605,,474265295.0255947,20.75666585611907,16
96,292,jgoldverg@gmail.com-ccuc,0,17.073702768536776,0.002946539924233135,,379020480.7784991,17.073702768536776,14
97,293,jgoldverg@gmail.com-tacc,0,65.94551999699536,0.044672499655063105,,776483946.5415248,65.94551999699536,9
98,296,jgoldverg@gmail.com-ccuc,0,16.407727929352625,0.002718730044101608,,357232803.0570448,16.407727929352625,11
99,303,jgoldverg@gmail.com-ccuc,0,22.208811703518656,0.005010828554588839,,503135947.8917838,22.208811703518656,12
100,304,jgoldverg@gmail.com-ccuc,0,13.304576081457816,0.0017780571839294634,,226951280.9362015,13.304576081457816,13
101,307,jgoldverg@gmail.com-ccuc,0,10.009484115241357,0.0009969863450777611,,182070.52221852256,10.009484115241357,1
102,308,jgoldverg@gmail.com-ccuc,0,10.178496956365509,0.0010315914244402688,,15385922.761617646,10.178496956365509,1
103,309,jgoldverg@gmail.com-tacc,0,68.21438290362467,0.04780820391081263,,781104733.9280226,68.21438290362467,11
104,311,jgoldverg@gmail.com-tacc,0,71.30998694199796,0.052258054156051253,,786934995.9865205,71.30998694199796,12
105,312,jgoldverg@gmail.com-ccuc,0,13.771590283487845,0.001906907945328056,,250311356.13533175,13.771590283487845,12
106,313,jgoldverg@gmail.com-ccuc,0,10.0086115994863,0.000996809230219207,,102249.54678554273,10.0086115994863,1
107,316,jgoldverg@gmail.com-ccuc,0,10.035737796514823,0.0010023230233129519,,2577362.673722161,10.035737796514823,1
108,317,jgoldverg@gmail.com-ccuc,0,10.007628082172408,0.0009966096016439739,,12257.050221372005,10.007628082172408,1
109,319,jgoldverg@gmail.com-ccuc,0,10.008513098378453,0.0009967892361416064,,93237.4260619381,10.008513098378453,1
110,321,jgoldverg@gmail.com-ccuc,0,10.397520572760811,0.0010773140607452179,,34353278.505238585,10.397520572760811,1
111,326,jgoldverg@gmail.com-ccuc,0,15.48936006582984,0.0024196144061513136,,324114807.7560064,15.48936006582984,8
112,329,jgoldverg@gmail.com-ccuc,0,14.261167266686098,0.0020468216585686847,,273157405.36189765,14.261167266686098,15
113,333,jgoldverg@gmail.com-ccuc,0,10.32858190462253,0.0010628157742208677,,28469969.13181245,10.32858190462253,1
114,334,jgoldverg@gmail.com-ccuc,0,10.525393940500532,0.001104466704634205,,45062089.14185733,10.525393940500532,1
115,336,jgoldverg@gmail.com-ccuc,0,13.92791671303752,0.0019510455283910492,,257780854.52213943,13.92791671303752,13
