job_id,node,forecast_id,allocated_time,carbon_emissions,throughput,transfer_time,deadline
306,jgoldverg@gmail.com-cali,0,827.0369132186052,13.853504331058312,902211508.2918576,827.0369132186052,12
404,jgoldverg@gmail.com-tacc,0,3600.0,557.0188328836613,914798371.0206386,14979.03574277665,22
410,jgoldverg@gmail.com-cali,0,237.4564696999788,4.045400016573155,902396590.8840342,841.1228015748804,19
515,jgoldverg@gmail.com-ccuc,0,3600.0,567.0067142379786,915205875.9722624,15247.37503974562,18
528,jgoldverg@gmail.com-cali,0,827.7224135202516,13.876492123239608,902220661.2962868,827.7224135202516,23
739,jgoldverg@gmail.com-cali,0,834.2599488896599,14.096681468352935,902307196.6499984,834.2599488896599,24
889,jgoldverg@gmail.com-cali,0,49.079352283970096,0.8195073762466806,902176355.704304,824.4147343934341,19
925,jgoldverg@gmail.com-cali,0,824.4449045774567,13.766755320380069,902176761.4334503,824.4449045774567,13
6,jgoldverg@gmail.com-cali,1,879.0891607461795,15.61310137590748,902865914.3314884,879.0891607461795,16
404,jgoldverg@gmail.com-tacc,1,2892.0612960000003,447.4812799238692,914798371.0206386,14979.03574277665,22
410,jgoldverg@gmail.com-cali,1,603.6663318749016,10.257910330874736,902396590.8840342,841.1228015748804,19
515,jgoldverg@gmail.com-ccuc,1,3600.0,567.0067142379786,915205875.9722624,15247.37503974562,18
515,jgoldverg@gmail.com-tacc,1,707.9387039999999,111.54821774062619,914809395.3380376,15253.98328946062,18
555,jgoldverg@gmail.com-cali,1,882.3174872659763,15.728046640481196,902903958.2526704,882.3174872659763,21
619,jgoldverg@gmail.com-cali,1,381.81732800183147,6.927707526233624,903085450.1745557,898.0506998393566,13
734,jgoldverg@gmail.com-cali,1,853.1096926384846,14.703443409645201,902549279.9391806,853.1096926384846,16
23,jgoldverg@gmail.com-cali,2,821.7953079042392,13.769630618702047,902141016.0380104,821.7953079042392,11
331,jgoldverg@gmail.com-cali,2,365.76384668922674,5.992288448606786,901888345.6025492,803.541200395296,24
404,jgoldverg@gmail.com-ccuc,2,3600.0,563.5216981230299,915194842.8079606,14972.546670946787,22
404,jgoldverg@gmail.com-tacc,2,3600.0,563.7569639266088,914798371.0206386,14979.03574277665,22
658,jgoldverg@gmail.com-cali,2,823.1190233857959,13.814050698504781,902158902.892894,823.1190233857959,13
842,jgoldverg@gmail.com-cali,2,813.9864399983393,13.509043188511516,902034313.959208,813.9864399983393,13
889,jgoldverg@gmail.com-cali,2,775.3353796362198,13.032624657550743,902176355.704304,824.4147343934341,19
154,jgoldverg@gmail.com-cali,3,737.5897311537794,11.386789952218365,900871237.543659,737.5897311537794,21
236,jgoldverg@gmail.com-cali,3,200.5511663441583,2.935646856169857,900194918.7924885,699.4183661073712,14
253,jgoldverg@gmail.com-ccuc,3,2016.616464,173.52815198022844,914662416.3681196,8007.509243266294,19
253,jgoldverg@gmail.com-tacc,3,3600.0,309.9062431390065,914266371.3885024,8010.977963033616,19
331,jgoldverg@gmail.com-cali,3,437.7773537060692,7.363395689021716,901888345.6025492,803.541200395296,24
475,jgoldverg@gmail.com-cali,3,748.9105961637578,11.739236323380718,901058564.5558748,748.9105961637578,24
556,jgoldverg@gmail.com-ccuc,3,1583.383536,160.2100791029034,914833589.1257724,9415.676879017356,20
607,jgoldverg@gmail.com-cali,3,747.4123406253959,11.69228352984051,901034098.6509494,747.4123406253959,15
849,jgoldverg@gmail.com-cali,3,727.7588083137207,11.085086894875388,900703836.721452,727.7588083137207,25
106,jgoldverg@gmail.com-cali,4,618.1380093422248,8.197753536466948,898476501.0373583,618.1380093422248,15
213,jgoldverg@gmail.com-cali,4,595.9521719992742,7.619426883600806,897926017.1647662,595.9521719992742,22
406,jgoldverg@gmail.com-cali,4,629.8964830269331,8.512842411716168,898752534.6379713,629.8964830269331,15
471,jgoldverg@gmail.com-ccuc,4,1058.1301494092588,41.75989575851044,913253564.5332134,3589.313835453184,25
471,jgoldverg@gmail.com-tacc,4,2541.1531312097713,100.33030193866733,912858647.8268324,3590.8666278832493,25
532,jgoldverg@gmail.com-tacc,4,615.7445840304105,20.80484998562013,912428738.1627492,3073.048842768764,24
666,jgoldverg@gmail.com-cali,4,230.53042961156595,2.8370504361177966,897330420.4926769,573.6748072235907,12
674,jgoldverg@gmail.com-tacc,4,434.26352059813547,14.04740321758732,912295996.6666555,2942.052951768808,22
685,jgoldverg@gmail.com-cali,4,574.0713365999536,7.069769166081442,897341425.9820086,574.0713365999536,25
874,jgoldverg@gmail.com-ccuc,4,2541.8698560000003,140.65208392232157,913985756.9149644,5032.354558824847,25
985,jgoldverg@gmail.com-cali,4,335.43803140133843,4.596084346314511,898950363.3884223,638.6025826077257,20
992,jgoldverg@gmail.com-cali,4,615.9735404045268,8.140400338997889,898424540.99662,615.9735404045268,23
205,jgoldverg@gmail.com-cali,5,546.0627108282021,6.4778167930945685,896524751.38157,546.0627108282021,16
300,jgoldverg@gmail.com-cali,5,573.1119305277443,7.136044388406311,897314771.9581535,573.1119305277443,16
430,jgoldverg@gmail.com-cali,5,535.9238083190423,6.239297317761096,896208078.4029503,535.9238083190423,12
485,jgoldverg@gmail.com-cali,5,551.1938361250557,6.60023247523616,896680574.3159019,551.1938361250557,9
568,jgoldverg@gmail.com-tacc,5,1244.3390712675146,32.605547862906896,911551327.8245336,2374.277974491203,23
596,jgoldverg@gmail.com-tacc,5,2355.660916056876,71.90739845998583,912097625.501178,2765.8593481085013,24
666,jgoldverg@gmail.com-cali,5,343.14437761202475,4.276830156911337,897330420.4926769,573.6748072235907,12
674,jgoldverg@gmail.com-ccuc,5,2514.6811363749703,81.61814037029822,912690462.8624628,2940.7813920418566,22
742,jgoldverg@gmail.com-cali,5,538.7865201150959,6.306189838978695,896298698.283765,538.7865201150959,15
757,jgoldverg@gmail.com-cali,5,511.7768165880516,5.899695756865154,896039318.1894487,530.6729004803166,16
808,jgoldverg@gmail.com-ccuc,5,1085.3188684924971,25.259674138309403,911461070.6959574,2108.8746198631534,21
117,jgoldverg@gmail.com-cali,6,477.8813060233227,5.129730848241152,894136560.6193985,477.8813060233227,22
164,jgoldverg@gmail.com-cali,6,472.7354813719783,5.019743721231446,893928359.8293694,472.7354813719783,22
186,jgoldverg@gmail.com-tacc,6,1355.4698405297738,22.054579249483027,909149556.0445929,1463.403660427837,23
365,jgoldverg@gmail.com-ccuc,6,808.5223431943805,13.905528031382918,909881917.727462,1546.8134174720085,23
365,jgoldverg@gmail.com-tacc,6,742.5721156121616,12.776577135737776,909489694.7007866,1547.480490275403,23
564,jgoldverg@gmail.com-ccuc,6,1758.5799678914052,34.3869923619465,910595405.596526,1758.5799678914052,23
655,jgoldverg@gmail.com-cali,6,482.329153956367,5.2257597734878605,894312941.7033364,482.329153956367,17
669,jgoldverg@gmail.com-cali,6,485.4123319453093,5.292848103897404,894433309.3888459,485.4123319453093,19
709,jgoldverg@gmail.com-cali,6,303.2807926511614,3.1368332875294724,893414388.9573014,460.49451961049897,15
710,jgoldverg@gmail.com-tacc,6,1497.0872197192168,24.91962133466508,909290412.1640376,1497.0872197192168,22
798,jgoldverg@gmail.com-cali,6,474.0657493369845,5.048062701021408,893982615.8559743,474.0657493369845,10
808,jgoldverg@gmail.com-ccuc,6,1029.4021423018105,24.139087303246527,911461070.6959574,2108.8746198631534,21
832,jgoldverg@gmail.com-cali,6,484.3359498027299,5.269377978625917,894391461.3987186,484.3359498027299,18
907,jgoldverg@gmail.com-cali,6,419.9592377026828,4.580707531845002,894439660.9238324,485.5761196092412,15
238,jgoldverg@gmail.com-ccuc,7,3183.3239793785096,111.84249433155223,912927913.700878,3183.3239793785096,23
317,jgoldverg@gmail.com-cali,7,433.8367498945969,4.53376576746755,892194729.3539335,433.8367498945969,17
402,jgoldverg@gmail.com-cali,7,408.641546389902,4.02189601994229,890895712.9205799,408.641546389902,20
403,jgoldverg@gmail.com-cali,7,91.70060430138437,0.8746597798344014,890184806.7949276,396.0539307937433,20
432,jgoldverg@gmail.com-cali,7,420.1633813051072,4.252171927570459,891509088.6133033,420.1633813051072,22
532,jgoldverg@gmail.com-tacc,7,2464.503857178002,83.58636467030476,912428738.1627492,3073.048842768764,24
568,jgoldverg@gmail.com-tacc,7,1135.4961382507827,29.753525014824792,911551327.8245336,2374.277974491203,23
596,jgoldverg@gmail.com-ccuc,7,416.6760269121187,12.713890628899668,912491932.9236084,2764.6641606980616,24
707,jgoldverg@gmail.com-cali,7,396.3099802852423,3.782538396445203,890199717.5697604,396.3099802852423,14
771,jgoldverg@gmail.com-cali,7,154.03497356886427,1.632424298550805,892487025.360181,439.9402261803659,14
819,jgoldverg@gmail.com-cali,7,433.2140460495051,4.520745398629587,892164445.0000896,433.2140460495051,15
855,jgoldverg@gmail.com-cali,7,438.86176302612887,4.639520987757793,892435969.0381175,438.86176302612887,14
894,jgoldverg@gmail.com-cali,7,417.758547540769,4.203579484040576,891383858.9685807,417.758547540769,23
961,jgoldverg@gmail.com-cali,7,405.47840807448347,3.9597988450725716,890721221.7072135,405.47840807448347,12
34,jgoldverg@gmail.com-cali,8,56.946705658706335,0.4564315464017127,884846903.6413612,321.6573653190505,11
122,jgoldverg@gmail.com-cali,8,353.4802551118866,3.1143358940291486,887405174.8681443,353.4802551118866,18
193,jgoldverg@gmail.com-cali,8,345.54474227667936,2.97588051831731,886811332.4978263,345.54474227667936,14
200,jgoldverg@gmail.com-ccuc,8,809.1648359999999,52.951550365492395,914278647.7883712,5996.772711223909,25
200,jgoldverg@gmail.com-tacc,8,3600.0,235.68140017748763,913882910.3066508,5999.369485607614,25
277,jgoldverg@gmail.com-cali,8,350.1885347175969,3.056521305440861,887162110.3944403,350.1885347175969,25
280,jgoldverg@gmail.com-cali,8,327.1336412874845,2.66677621856372,885322602.6530346,327.1336412874845,20
332,jgoldverg@gmail.com-cali,8,357.72082241780413,3.1896140734184497,887711709.9689276,357.72082241780413,23
337,jgoldverg@gmail.com-cali,8,334.7505354825278,2.7926012998704253,885958368.31299,334.7505354825278,21
480,jgoldverg@gmail.com-ccuc,8,2790.835164,216.6520378461443,914518623.1787312,7113.778275573231,23
493,jgoldverg@gmail.com-cali,8,328.8663013748979,2.695143557137999,885469811.6729182,328.8663013748979,20
503,jgoldverg@gmail.com-cali,8,96.8558078632877,0.8664565882351238,887795310.0588369,358.8950514222515,15
749,jgoldverg@gmail.com-cali,8,355.38515522332267,3.1480403035773477,887543778.1124858,355.38515522332267,21
801,jgoldverg@gmail.com-cali,8,348.2443456870124,3.0226287155538536,887016390.7431397,348.2443456870124,15
959,jgoldverg@gmail.com-cali,8,344.88315271698866,2.9644795598407048,886760589.2798228,344.88315271698866,10
89,jgoldverg@gmail.com-ccuc,9,3600.0,422.0618221061482,914970154.7777084,10952.30704837428,19
134,jgoldverg@gmail.com-cali,9,279.6878690937474,1.946913884383705,880582755.7628095,279.6878690937474,19
141,jgoldverg@gmail.com-cali,9,265.2750600147597,1.904272377487146,881569318.3385094,288.393869014366,23
201,jgoldverg@gmail.com-tacc,9,3600.0,385.9141338803648,914495165.6907156,10014.482157848086,22
208,jgoldverg@gmail.com-cali,9,284.8770292071938,2.0199601000884964,881178049.9487916,284.8770292071938,25
218,jgoldverg@gmail.com-cali,9,287.23675700618344,2.0536222065496332,881441640.6551675,287.23675700618344,18
234,jgoldverg@gmail.com-cali,9,272.3617322525391,1.8460763084806993,879703690.8615355,272.3617322525391,21
269,jgoldverg@gmail.com-cali,9,282.61929135471337,1.9880133024240094,880921731.4734728,282.61929135471337,23
418,jgoldverg@gmail.com-cali,9,287.0544715396876,2.051011944653364,881421433.1199453,287.0544715396876,12
766,jgoldverg@gmail.com-cali,9,270.3436521624216,1.8187703013481364,879453171.2294757,270.3436521624216,12
804,jgoldverg@gmail.com-cali,9,260.5499696264013,1.7346998238832017,879100115.3256706,267.5498303544948,15
826,jgoldverg@gmail.com-cali,9,283.5879512030299,2.0016885669643414,881032202.2359974,283.5879512030299,16
845,jgoldverg@gmail.com-cali,9,280.1927034746175,1.9539612148755805,880641637.9731063,280.1927034746175,12
921,jgoldverg@gmail.com-cali,9,277.70900824737834,1.9194123684505722,880349883.7539346,277.70900824737834,23
958,jgoldverg@gmail.com-cali,9,268.5045062869608,1.7940625910520316,879221584.2951175,268.5045062869608,14
11,jgoldverg@gmail.com-cali,10,298.66346918020105,2.2196481465070406,882659128.9641248,298.66346918020105,15
34,jgoldverg@gmail.com-cali,10,264.71065966034416,2.119284430272195,884846903.6413612,321.6573653190505,11
89,jgoldverg@gmail.com-ccuc,10,3600.0,422.0618221061482,914970154.7777084,10952.30704837428,19
141,jgoldverg@gmail.com-cali,10,23.1188089996063,0.16588969005861534,881569318.3385094,288.393869014366,23
180,jgoldverg@gmail.com-cali,10,314.37549901289486,2.4597461867817305,884188691.118701,314.37549901289486,20
197,jgoldverg@gmail.com-cali,10,299.57645474860306,2.233262278985204,882752398.4884635,299.57645474860306,23
232,jgoldverg@gmail.com-cali,10,293.3423762966711,2.1411300365773003,882103979.9660764,293.3423762966711,19
241,jgoldverg@gmail.com-cali,10,292.91985382644634,2.134955881674329,882059033.8853732,292.91985382644634,22
387,jgoldverg@gmail.com-cali,10,302.918571138966,2.283453856293821,883089029.1149585,302.918571138966,16
556,jgoldverg@gmail.com-tacc,10,3600.0,362.9951704551431,914437406.9542544,9419.75624331706,20
623,jgoldverg@gmail.com-cali,10,301.2395200348793,2.2581683119109894,882920842.395461,301.2395200348793,14
794,jgoldverg@gmail.com-cali,10,293.354416677068,2.1413061085653053,882105258.8714218,293.354416677068,16
862,jgoldverg@gmail.com-cali,10,310.96555342791646,2.4065908834506073,883869866.3120977,310.96555342791646,19
864,jgoldverg@gmail.com-cali,10,308.3319396730176,2.365934680040535,883618800.8836446,308.3319396730176,14
963,jgoldverg@gmail.com-cali,10,296.4828760637495,2.187300306142115,882434037.7477493,296.4828760637495,25
29,jgoldverg@gmail.com-ccuc,11,3600.0,568.9519292141443,915193438.7431476,14938.281398939238,25
211,jgoldverg@gmail.com-cali,11,383.2768259657289,3.636860464337491,889415443.9655094,383.2768259657289,15
320,jgoldverg@gmail.com-cali,11,379.13070442661336,3.5585002315284475,889154644.8337108,379.13070442661336,21
403,jgoldverg@gmail.com-cali,11,304.3533264923589,2.984493058988885,890184806.7949276,396.0539307937433,20
503,jgoldverg@gmail.com-cali,11,262.03924355896385,2.3278665497847113,887795310.0588369,358.8950514222515,15
573,jgoldverg@gmail.com-cali,11,390.4368193628948,3.774191194940524,889852779.6608163,390.4368193628948,12
609,jgoldverg@gmail.com-tacc,11,3600.0,565.3989850760453,914792858.399506,14845.234519919306,19
613,jgoldverg@gmail.com-cali,11,380.58138085579895,3.5858204442207176,889246541.4860383,380.58138085579895,20
899,jgoldverg@gmail.com-cali,11,389.7474144269546,3.760857482784688,889811369.5863827,389.7474144269546,13
934,jgoldverg@gmail.com-cali,11,366.52292820002987,3.32546085156633,888325340.340805,366.52292820002987,16
983,jgoldverg@gmail.com-cali,11,374.2428835592484,3.467218191270449,888839769.671499,374.2428835592484,13
999,jgoldverg@gmail.com-cali,11,369.6684737660216,3.382863628995625,888537541.6457573,369.6684737660216,19
30,jgoldverg@gmail.com-cali,12,244.72425516923403,1.5013767881228481,875913675.9033779,244.72425516923403,22
40,jgoldverg@gmail.com-cali,12,35.45967569771513,0.19403035632862653,871408201.6924013,218.38114594562165,25
89,jgoldverg@gmail.com-tacc,12,79.2684252,9.261085243400677,914573863.1343431,10957.052764312371,19
119,jgoldverg@gmail.com-cali,12,247.54958608690825,1.5363157952422954,876339956.6656469,247.54958608690825,18
128,jgoldverg@gmail.com-cali,12,234.94237124923092,1.3835149647154754,874358606.5115635,234.94237124923092,19
167,jgoldverg@gmail.com-cali,12,247.5745485297093,1.5366262803452375,876343679.5925913,247.5745485297093,25
207,jgoldverg@gmail.com-ccuc,12,3600.0,457.0097846902905,915037150.9320036,11905.48334293099,22
207,jgoldverg@gmail.com-tacc,12,3520.731564,447.13345241328255,914640805.5786276,11910.64239878536,22
226,jgoldverg@gmail.com-cali,12,260.3625095191144,1.69980858096084,878157033.1546315,260.3625095191144,18
341,jgoldverg@gmail.com-cali,12,229.51235720605672,1.320168023282918,873438158.7132679,229.51235720605672,16
379,jgoldverg@gmail.com-cali,12,252.58736390238863,1.5996118125967238,877076385.5535252,252.58736390238863,19
428,jgoldverg@gmail.com-cali,12,233.28277895840827,1.3639965279273893,874081833.9632115,233.28277895840827,12
544,jgoldverg@gmail.com-cali,12,222.46186654000616,1.2401314776461771,872175972.8160312,222.46186654000616,16
561,jgoldverg@gmail.com-cali,12,230.2421626965,1.3285956409293955,873564394.3074266,230.2421626965,25
692,jgoldverg@gmail.com-cali,12,239.0935118436093,1.4329436417908161,875034073.1991389,239.0935118436093,17
718,jgoldverg@gmail.com-cali,12,219.1615545837423,1.203526533112377,871557243.5265502,219.1615545837423,25
776,jgoldverg@gmail.com-cali,12,220.7904945339712,1.2215251578516098,871864942.4392757,220.7904945339712,24
804,jgoldverg@gmail.com-cali,12,6.999860728093495,0.04696586905181685,879100115.3256706,267.5498303544948,15
876,jgoldverg@gmail.com-cali,12,244.29300723482683,1.4960791805351,875847742.6344318,244.29300723482683,23
911,jgoldverg@gmail.com-cali,12,230.96209548760413,1.336935523609758,873688140.5495826,230.96209548760413,22
31,jgoldverg@gmail.com-cali,13,161.8507467929629,0.6610780807054405,856789195.9954139,161.8507467929629,25
50,jgoldverg@gmail.com-cali,13,165.7452649089691,0.6933770440102237,858116173.3827816,165.7452649089691,12
52,jgoldverg@gmail.com-cali,13,189.6408473143804,0.9084169084921833,865064980.1413327,189.6408473143804,20
89,jgoldverg@gmail.com-ccuc,13,3600.0,422.0618221061482,914970154.7777084,10952.30704837428,19
149,jgoldverg@gmail.com-cali,13,150.34961498469383,0.5701905678490243,852469141.9066689,150.34961498469383,25
248,jgoldverg@gmail.com-cali,13,155.1742081946536,0.6074988556974055,854359327.612588,155.1742081946536,15
