idx,job_id,node,forecast_id,allocated_time,carbon_emissions,throughput,transfer_time,deadline,extendable
0,222,jgoldverg@gmail.com-ccuc,0,631.4352096426934,23.4681952207406,901292511.809783,631.4352096426934,5,False
1,403,jgoldverg@gmail.com-cali,0,759.293882230166,55.35776653683693,901225466.1846052,759.293882230166,5,False
2,472,jgoldverg@gmail.com-tacc,0,861.4665587721993,32.02211187737649,904775165.6882464,861.4665587721993,5,False
3,702,jgoldverg@gmail.com-ccuc,0,553.146974538057,20.556807252543987,899238246.8898015,553.146974538057,5,False
4,826,jgoldverg@gmail.com-cali,0,555.3378865948794,40.469699054317736,896804319.7011586,555.3378865948794,5,False
5,864,jgoldverg@gmail.com-tacc,0,611.7915253797935,22.737328347031703,900435040.8711867,611.7915253797935,5,False
6,976,jgoldverg@gmail.com-ccuc,0,624.5486378160203,23.212096940692515,901132468.5809178,624.5486378160203,5,False
7,9,jgoldverg@gmail.com-cali,0,126.0629557365794,9.134144935082022,840756803.6836505,126.0629557365794,6,False
8,15,jgoldverg@gmail.com-tacc,0,549.5052094154831,20.421057661999445,898737632.4335984,549.5052094154831,6,False
9,17,jgoldverg@gmail.com-ccuc,0,741.4875492736701,27.560828769641983,903446760.8366456,741.4875492736701,6,False
10,18,jgoldverg@gmail.com-cali,0,172.14692256142885,12.498111783977304,860166946.8192842,172.14692256142885,6,False
11,30,jgoldverg@gmail.com-tacc,0,365.0626549921079,13.562105173492572,890314165.230148,365.0626549921079,6,False
12,32,jgoldverg@gmail.com-ccuc,0,811.3510552940153,30.158917365863505,904511068.0161252,811.3510552940153,6,False
13,33,jgoldverg@gmail.com-cali,0,624.7068345462217,45.53338730272667,898631987.1588722,624.7068345462217,6,False
14,38,jgoldverg@gmail.com-tacc,0,285.80381726159413,10.614669295761246,883354613.7871196,285.80381726159413,6,False
15,44,jgoldverg@gmail.com-ccuc,0,238.03057343554417,13.365527404180616,890332604.5599118,238.03057343554417,6,False
15,44,jgoldverg@gmail.com-ccuc,1,121.74038470692545,13.365527404180616,890332604.5599118,121.74038470692545,6,False
16,47,jgoldverg@gmail.com-cali,0,587.891280156363,42.84598183344739,897715716.667256,587.891280156363,6,False
17,48,jgoldverg@gmail.com-tacc,0,555.0674511901422,20.62790337708535,898904703.5097728,555.0674511901422,6,False
18,58,jgoldverg@gmail.com-ccuc,1,465.42690081441305,17.294667457631007,896115503.8485998,465.42690081441305,6,False
19,63,jgoldverg@gmail.com-cali,0,145.2512781917536,10.534824717498518,850335252.6849722,145.2512781917536,6,False
20,73,jgoldverg@gmail.com-tacc,0,371.3027829886797,17.52758848303197,895987486.6446284,371.3027829886797,6,False
20,73,jgoldverg@gmail.com-tacc,1,100.39479509996158,17.52758848303197,895987486.6446284,100.39479509996158,6,False
21,82,jgoldverg@gmail.com-ccuc,1,373.7310512816063,13.884676253887916,891284156.0949367,373.7310512816063,6,False
22,86,jgoldverg@gmail.com-cali,0,370.05250864551647,26.944520734152054,888563201.8751724,370.05250864551647,6,False
23,89,jgoldverg@gmail.com-tacc,1,160.61645757324249,5.959267753809911,858370071.6791792,160.61645757324249,6,False
24,94,jgoldverg@gmail.com-ccuc,1,276.95350153662645,10.285706452837978,882715003.7663246,276.95350153662645,6,False
25,105,jgoldverg@gmail.com-cali,0,213.28868018549076,15.501314812888449,870408867.3742424,213.28868018549076,6,False
26,162,jgoldverg@gmail.com-tacc,1,510.56517681741065,18.972976256240955,897466056.530267,510.56517681741065,6,False
27,172,jgoldverg@gmail.com-ccuc,1,182.92741692110843,6.789058315600244,865705487.0910732,182.92741692110843,6,False
28,177,jgoldverg@gmail.com-cali,0,45.9677711516008,18.894991505442626,878078265.9725729,45.9677711516008,6,False
28,177,jgoldverg@gmail.com-cali,1,213.81187970599711,18.894991505442626,878078265.9725729,213.81187970599711,6,False
29,195,jgoldverg@gmail.com-tacc,1,442.819152614696,16.45367281922042,894720848.826382,442.819152614696,6,False
30,227,jgoldverg@gmail.com-ccuc,1,585.5916726350443,21.7633627911264,900156236.122772,585.5916726350443,6,False
31,233,jgoldverg@gmail.com-cali,1,499.1121282283113,36.36541723504644,894950166.8764755,499.1121282283113,6,False
32,303,jgoldverg@gmail.com-tacc,1,276.15052553896345,10.25568777172945,882234065.6586044,276.15052553896345,6,False
33,309,jgoldverg@gmail.com-ccuc,1,443.7575705031426,16.488826995615348,895153941.3504763,443.7575705031426,6,False
34,318,jgoldverg@gmail.com-cali,1,657.3427480108949,47.91569374339916,899358416.3222587,657.3427480108949,6,False
35,323,jgoldverg@gmail.com-tacc,1,501.475015235725,18.634936119047268,897140789.4619066,501.475015235725,6,False
36,325,jgoldverg@gmail.com-ccuc,1,387.6508155286639,14.40232535013912,892164720.8102599,387.6508155286639,6,False
37,355,jgoldverg@gmail.com-cali,1,771.1573578902072,56.22375836832864,901410659.2275664,771.1573578902072,6,False
38,362,jgoldverg@gmail.com-tacc,1,876.8872666338133,32.59556903260093,904962187.0029788,876.8872666338133,6,False
39,367,jgoldverg@gmail.com-ccuc,1,762.2206860724699,28.53165362728993,903867130.6431476,762.2206860724699,6,False
39,367,jgoldverg@gmail.com-ccuc,2,5.372681295944403,28.53165362728993,903867130.6431476,5.372681295944403,6,False
40,368,jgoldverg@gmail.com-cali,1,398.614403826768,29.029438226097263,890333051.2718606,398.614403826768,6,False
41,377,jgoldverg@gmail.com-tacc,1,597.9904125572109,22.224099838380017,900089431.5784788,597.9904125572109,6,False
42,381,jgoldverg@gmail.com-ccuc,2,641.3700737734171,23.837653592834425,901517341.5345044,641.3700737734171,6,False
43,387,jgoldverg@gmail.com-cali,1,371.477928083834,27.04857131978188,888657980.835675,371.477928083834,6,False
44,400,jgoldverg@gmail.com-tacc,1,133.10119792897638,32.557187983579,904949875.442708,133.10119792897638,6,False
44,400,jgoldverg@gmail.com-tacc,2,742.7539725159635,32.557187983579,904949875.442708,742.7539725159635,6,False
45,402,jgoldverg@gmail.com-ccuc,2,383.6671441516286,14.254180320418522,891919240.0399017,383.6671441516286,6,False
46,408,jgoldverg@gmail.com-cali,1,544.9373194787876,39.71049438078739,896490182.9136273,544.9373194787876,6,False
47,418,jgoldverg@gmail.com-tacc,2,510.5278696696256,18.97158889769488,897464745.2655216,510.5278696696256,6,False
48,440,jgoldverg@gmail.com-ccuc,2,439.819525134521,16.342378708856884,894969018.8665633,439.819525134521,6,False
49,454,jgoldverg@gmail.com-cali,1,143.54623477520033,18.376265812368448,877088718.2216508,143.54623477520033,6,False
49,454,jgoldverg@gmail.com-cali,2,109.12724093127287,18.376265812368448,877088718.2216508,109.12724093127287,6,False
50,455,jgoldverg@gmail.com-tacc,2,419.4789474167381,15.585709571664651,893569685.1256173,419.4789474167381,6,False
51,500,jgoldverg@gmail.com-ccuc,2,319.88834396526363,11.882370159665482,887156546.8694183,319.88834396526363,6,False
52,506,jgoldverg@gmail.com-cali,2,559.3022783012207,40.759085650025824,896920984.0869428,559.3022783012207,6,False
53,510,jgoldverg@gmail.com-tacc,2,409.27974164657513,15.206426883801448,893025427.0039523,409.27974164657513,6,False
54,515,jgoldverg@gmail.com-ccuc,2,373.98945785273895,13.894285894226506,891301100.0306162,373.98945785273895,6,False
55,524,jgoldverg@gmail.com-cali,2,558.3057776382134,40.68634462041786,896891814.8872954,558.3057776382134,6,False
56,536,jgoldverg@gmail.com-tacc,2,479.9441993075615,17.83425948587142,896321213.1007049,479.9441993075615,6,False
57,541,jgoldverg@gmail.com-ccuc,2,601.888371404686,22.36940548267315,900579994.2852657,601.888371404686,6,False
58,558,jgoldverg@gmail.com-cali,2,696.0658374581691,50.74234253608069,900131975.3085186,696.0658374581691,6,False
59,559,jgoldverg@gmail.com-tacc,2,670.445686048684,24.91852835555958,901745129.719724,670.445686048684,6,False
60,566,jgoldverg@gmail.com-ccuc,2,381.8799284501434,14.187717226916394,891807444.4136764,381.8799284501434,6,False
61,583,jgoldverg@gmail.com-cali,2,230.6806307332825,16.770865789321533,873639852.7062076,230.6806307332825,6,False
62,594,jgoldverg@gmail.com-tacc,2,275.95386083046003,10.248374308217691,882210422.0878067,275.95386083046003,6,False
63,598,jgoldverg@gmail.com-ccuc,2,452.12447397165687,24.05316941662892,901645303.5007588,452.12447397165687,6,False
63,598,jgoldverg@gmail.com-ccuc,3,195.04089526437207,24.05316941662892,901645303.5007588,195.04089526437207,6,False
64,620,jgoldverg@gmail.com-cali,2,188.2671796692237,13.674833629828676,864713305.7074878,188.2671796692237,6,False
65,625,jgoldverg@gmail.com-tacc,2,91.61572256439217,19.275285810715573,897747286.3340281,91.61572256439217,6,False
65,625,jgoldverg@gmail.com-tacc,3,427.07879274126753,19.275285810715573,897747286.3340281,427.07879274126753,6,False
66,628,jgoldverg@gmail.com-ccuc,3,565.3380603544971,21.01017014312132,899595538.5722588,565.3380603544971,6,False
67,631,jgoldverg@gmail.com-cali,2,259.99152731054943,18.910457738340916,878106939.6900169,259.99152731054943,6,False
68,632,jgoldverg@gmail.com-tacc,3,397.6718039401103,14.774757015277334,892372027.1941732,397.6718039401103,6,False
69,635,jgoldverg@gmail.com-ccuc,3,559.648006599312,20.798568054773096,899430713.8064928,559.648006599312,6,False
70,636,jgoldverg@gmail.com-cali,2,142.42495053218042,10.328512778531636,849086483.7104229,142.42495053218042,6,False
71,663,jgoldverg@gmail.com-tacc,3,182.5128585414513,6.773539570743748,865213255.558845,182.5128585414513,6,False
72,664,jgoldverg@gmail.com-ccuc,3,184.9940370075326,6.86591191750361,866265184.6311932,184.9940370075326,6,False
73,677,jgoldverg@gmail.com-cali,2,297.001960833398,21.612088696181356,882487919.9064423,297.001960833398,6,False
74,695,jgoldverg@gmail.com-tacc,3,243.63416518665332,9.046486503329549,877806277.3755665,243.63416518665332,6,False
75,698,jgoldverg@gmail.com-ccuc,3,210.90414902873124,7.829458844986674,872351517.7832574,210.90414902873124,6,False
76,701,jgoldverg@gmail.com-cali,2,166.69456012932474,12.100108579533751,858430227.4110429,166.69456012932474,6,False
77,706,jgoldverg@gmail.com-tacc,3,729.6204547097827,27.119088459673076,902853398.1191956,729.6204547097827,6,False
78,709,jgoldverg@gmail.com-ccuc,3,161.3154659860314,5.985351681550544,858993232.0810388,161.3154659860314,6,False
79,711,jgoldverg@gmail.com-cali,2,392.1380564631655,40.93962669787983,896992934.005445,392.1380564631655,6,False
79,711,jgoldverg@gmail.com-cali,3,169.63750651461498,40.93962669787983,896992934.005445,169.63750651461498,6,False
80,761,jgoldverg@gmail.com-tacc,3,463.7285687388779,17.231241164044903,895653717.7804867,463.7285687388779,6,False
81,767,jgoldverg@gmail.com-ccuc,3,369.1708548945541,13.71509137467672,890981237.2863245,369.1708548945541,6,False
82,772,jgoldverg@gmail.com-cali,3,240.87478753404227,17.515003238698068,875316780.8988819,240.87478753404227,6,False
83,778,jgoldverg@gmail.com-tacc,3,394.87953627915374,14.67091963739255,892209121.3735029,394.87953627915374,6,False
