job_id,node,forecast_id,allocated_time,carbon_emissions,throughput,transfer_time,deadline
392,jgoldverg@gmail.com-ccuc,0,10.007494150255278,0.3585010046111764,0.7994009169414235,10.007494150255278,1
497,jgoldverg@gmail.com-ccuc,0,10.007494150255278,0.3585010046111764,0.7994009169414235,10.007494150255278,1
499,jgoldverg@gmail.com-ccuc,0,10.007494150255278,0.3585010046111764,0.7994009169414235,10.007494150255278,1
708,jgoldverg@gmail.com-ccuc,0,10.007494150255278,0.3585010046111764,0.7994009169414235,10.007494150255278,1
823,jgoldverg@gmail.com-ccuc,0,10.007494150255278,0.3585010046111764,0.7994009169414235,10.007494150255278,1
931,jgoldverg@gmail.com-ccuc,0,10.007494150255278,0.3585010046111764,0.7994009169414235,10.007494150255278,1
192,jgoldverg@gmail.com-ccuc,0,10.007494176461671,0.3585010055857415,3.197603659392202,10.007494176461671,1
829,jgoldverg@gmail.com-ccuc,0,10.007494176461671,0.3585010055857415,3.197603659392202,10.007494176461671,1
383,jgoldverg@gmail.com-ccuc,0,10.007494193932605,0.3585010062354516,4.796405480714813,10.007494193932605,1
624,jgoldverg@gmail.com-ccuc,0,10.007494211403532,0.3585010068851617,6.395207296455095,10.007494211403532,1
873,jgoldverg@gmail.com-ccuc,0,10.007494211403532,0.3585010068851617,6.395207296455095,10.007494211403532,1
909,jgoldverg@gmail.com-ccuc,0,10.007494211403532,0.3585010068851617,6.395207296455095,10.007494211403532,1
437,jgoldverg@gmail.com-ccuc,0,10.007494228874464,0.3585010075348718,7.994009106613048,10.007494228874464,1
358,jgoldverg@gmail.com-ccuc,0,10.00749423760993,0.3585010078597269,8.793410009598654,10.00749423760993,1
987,jgoldverg@gmail.com-ccuc,0,10.007494281287258,0.3585010094840022,12.790414503592944,10.007494281287258,1
279,jgoldverg@gmail.com-ccuc,0,10.007494307493651,0.3585010104585672,15.188617183242542,10.007494307493651,1
449,jgoldverg@gmail.com-ccuc,0,10.007494351170982,0.3585010120828426,19.18562162141356,10.007494351170982,1
120,jgoldverg@gmail.com-ccuc,0,10.007494368641913,0.3585010127325527,20.78442338691289,10.007494368641913,1
522,jgoldverg@gmail.com-ccuc,0,10.007494517144822,0.3585010182550885,34.37423816827077,10.007494517144822,1
897,jgoldverg@gmail.com-ccuc,0,10.007494525880288,0.3585010185799436,35.17363902520217,10.007494525880288,1
519,jgoldverg@gmail.com-ccuc,0,10.00749456082215,0.3585010198793639,38.37124243897196,10.00749456082215,1
728,jgoldverg@gmail.com-ccuc,0,10.00749465691227,0.3585010234527694,47.16465171170341,10.00749465691227,1
733,jgoldverg@gmail.com-ccuc,0,10.007494700589596,0.3585010250770447,51.16165587075807,10.007494700589596,1
95,jgoldverg@gmail.com-ccuc,0,10.007494980124488,0.3585010354724064,76.74248166252356,10.007494980124488,1
257,jgoldverg@gmail.com-ccuc,0,10.007495058743675,0.3585010383961019,83.93708865897278,10.007495058743675,1
