node,job_id,forecast_id,transfer_time,throughput,host_joules,link_joules,total_joules,avg_ci,carbon_emissions
jgoldverg@gmail.com-cali,1,0,3046.3160834709856,8254541009.004097,2201936.979330939,3418243.8993255356,5620179,279.9344262295082,437.0226621311475
jgoldverg@gmail.com-cali,2,0,45.29585042689383,6451825474.82287,29606.68714886716,46852.28981482776,76458,279.9344262295082,5.945340655737705
jgoldverg@gmail.com-cali,3,0,10.04970162742372,33943242.95849242,4093.2714521724083,7256.2321069577265,11349,279.9344262295082,0.8824932786885245
jgoldverg@gmail.com-cali,4,0,10.032646386267018,19922182.87226698,4080.9257783254816,7237.071990574385,11317,279.9344262295082,0.8800049726775955
jgoldverg@gmail.com-cali,5,0,219.04417521361034,7903342579.914596,155376.8319130088,242043.79099251106,397419,279.9344262295082,30.90312770491803
jgoldverg@gmail.com-cali,6,0,10.019316336405167,8930357.021954568,4071.2766360796795,7222.096810546017,11293,279.9344262295082,0.8781387431693988
jgoldverg@gmail.com-cali,7,0,90.02990979653818,7361078460.5438175,61988.05905397351,97107.21004413663,159095,279.9344262295082,12.371157650273222
jgoldverg@gmail.com-cali,8,0,10.010681921010319,1794882.7204557306,4065.026494240914,7212.396777439047,11277,279.9344262295082,0.8768945901639343
jgoldverg@gmail.com-cali,9,0,10.008513625731968,1071.0881156657263,4063.456943504907,7209.960881663376,11272,279.9344262295082,0.8765057923497267
jgoldverg@gmail.com-ccuc,1,0,2969.8449551456947,8467088826.92039,1689003.6508924426,4484245.638327888,6173248,244.69230769230768,419.5961941880342
jgoldverg@gmail.com-ccuc,2,0,44.406112445922155,6581096736.263313,25207.881479226904,61614.96037749099,86821,244.69230769230768,5.90123079059829
jgoldverg@gmail.com-ccuc,3,0,10.04764607565197,33950187.081790246,5667.062455430107,9672.391899029548,15339,244.69230769230768,1.042593141025641
jgoldverg@gmail.com-ccuc,4,0,10.031020374697992,19925412.224677853,5657.606858373345,9647.25743577971,15304,244.69230769230768,1.040214188034188
jgoldverg@gmail.com-ccuc,5,0,213.7785453899983,8098011676.9425535,121535.6984461727,317669.439112134,439204,244.69230769230768,29.852733418803417
jgoldverg@gmail.com-ccuc,6,0,10.01802604523243,8931507.22467742,5650.216544798646,9627.612820655655,15277,244.69230769230768,1.0383789957264957
jgoldverg@gmail.com-ccuc,7,0,88.01353415892083,7529719561.213968,50008.89345121128,127539.94853285636,177547,244.69230769230768,12.067884764957265
jgoldverg@gmail.com-ccuc,8,0,10.00960908959116,1795075.09625772,5645.429538151,9614.888204543131,15259,244.69230769230768,1.0371555341880343
jgoldverg@gmail.com-ccuc,9,0,10.007495403332104,1071.1970945727999,5644.227413463123,9611.692768167424,15255,244.69230769230768,1.0368836538461539
jgoldverg@gmail.com-tacc,1,0,2981.7524825976298,8433275794.741176,1696397.7011989406,4121037.480680884,5817434,252.41666666666666,407.89369412037036
jgoldverg@gmail.com-tacc,2,0,44.54513671992222,6560557295.524006,25304.064952409663,56603.076429770874,81907,252.41666666666666,5.742969976851852
jgoldverg@gmail.com-tacc,3,0,10.04845254972211,33947462.28954762,5677.5345103780055,8867.423660576198,14544,252.41666666666666,1.0197633333333334
jgoldverg@gmail.com-tacc,4,0,10.031759966626671,19923943.222817164,5668.037438466327,8844.324879646027,14512,252.41666666666666,1.0175196296296296
jgoldverg@gmail.com-tacc,5,0,214.59892385478275,8067054231.919054,122054.40227521419,291919.27362441714,413973,252.41666666666666,29.026023541666664
jgoldverg@gmail.com-tacc,6,0,10.01871336336021,8930894.492622785,5660.61470893931,8826.27131483752,14486,252.41666666666666,1.0156966203703703
jgoldverg@gmail.com-tacc,7,0,88.327983081531,7502913648.512498,50213.86099875601,117188.68926296596,167401,252.41666666666666,11.73744511574074
jgoldverg@gmail.com-tacc,8,0,10.010262547852253,1794957.9158495814,5655.806705161076,8814.577286718353,14469,252.41666666666666,1.0145046527777777
jgoldverg@gmail.com-tacc,9,0,10.008140358621576,1071.1280633434749,5654.599307622977,8811.640654092264,14465,252.41666666666666,1.0142241898148148
jgoldverg@gmail.com-cali,1,1,3046.3160834709856,8254541009.004097,2201936.979330939,3418243.8993255356,5620179,279.42622950819674,436.2292853142077
jgoldverg@gmail.com-cali,2,1,45.29585042689383,6451825474.82287,29606.68714886716,46852.28981482776,76458,279.42622950819674,5.934547404371585
jgoldverg@gmail.com-cali,3,1,10.04970162742372,33943242.95849242,4093.2714521724083,7256.2321069577265,11349,279.42622950819674,0.8808911885245903
jgoldverg@gmail.com-cali,4,1,10.032646386267018,19922182.87226698,4080.9257783254816,7237.071990574385,11317,279.42622950819674,0.8784073998178507
jgoldverg@gmail.com-cali,5,1,219.04417521361034,7903342579.914596,155376.8319130088,242043.79099251106,397419,279.42622950819674,30.84702575136612
jgoldverg@gmail.com-cali,6,1,10.019316336405167,8930357.021954568,4071.2766360796795,7222.096810546017,11293,279.42622950819674,0.876544558287796
jgoldverg@gmail.com-cali,7,1,90.02990979653818,7361078460.5438175,61988.05905397351,97107.21004413663,159095,279.42622950819674,12.348698884335155
jgoldverg@gmail.com-cali,8,1,10.010681921010319,1794882.7204557306,4065.026494240914,7212.396777439047,11277,279.42622950819674,0.8753026639344262
jgoldverg@gmail.com-cali,9,1,10.008513625731968,1071.0881156657263,4063.456943504907,7209.960881663376,11272,279.42622950819674,0.8749145719489982
jgoldverg@gmail.com-ccuc,1,1,2969.8449551456947,8467088826.92039,1689003.6508924426,4484245.638327888,6173248,244.84615384615384,419.8600082051282
jgoldverg@gmail.com-ccuc,2,1,44.406112445922155,6581096736.263313,25207.881479226904,61614.96037749099,86821,244.84615384615384,5.904941089743589
jgoldverg@gmail.com-ccuc,3,1,10.04764607565197,33950187.081790246,5667.062455430107,9672.391899029548,15339,244.84615384615384,1.0432486538461538
jgoldverg@gmail.com-ccuc,4,1,10.031020374697992,19925412.224677853,5657.606858373345,9647.25743577971,15304,244.84615384615384,1.040868205128205
jgoldverg@gmail.com-ccuc,5,1,213.7785453899983,8098011676.9425535,121535.6984461727,317669.439112134,439204,244.84615384615384,29.87150282051282
jgoldverg@gmail.com-ccuc,6,1,10.01802604523243,8931507.22467742,5650.216544798646,9627.612820655655,15277,244.84615384615384,1.039031858974359
jgoldverg@gmail.com-ccuc,7,1,88.01353415892083,7529719561.213968,50008.89345121128,127539.94853285636,177547,244.84615384615384,12.075472243589743
jgoldverg@gmail.com-ccuc,8,1,10.00960908959116,1795075.09625772,5645.429538151,9614.888204543131,15259,244.84615384615384,1.0378076282051283
jgoldverg@gmail.com-ccuc,9,1,10.007495403332104,1071.1970945727999,5644.227413463123,9611.692768167424,15255,244.84615384615384,1.037535576923077
jgoldverg@gmail.com-tacc,1,1,2981.7524825976298,8433275794.741176,1696397.7011989406,4121037.480680884,5817434,254.33333333333334,410.9909390740741
jgoldverg@gmail.com-tacc,2,1,44.54513671992222,6560557295.524006,25304.064952409663,56603.076429770874,81907,254.33333333333334,5.786577870370371
jgoldverg@gmail.com-tacc,3,1,10.04845254972211,33947462.28954762,5677.5345103780055,8867.423660576198,14544,254.33333333333334,1.0275066666666668
