idx,job_id,node,forecast_id,allocated_time,carbon_emissions,throughput,transfer_time,deadline,extendable
0,5,jgoldverg@gmail.com-cali,0,3600.0,1566.505599744262,912221290.1744049,8769.801895843173,25,False
0,5,jgoldverg@gmail.com-cali,1,3600.0,1557.640952827354,912221290.1744049,8769.801895843173,25,False
0,5,jgoldverg@gmail.com-cali,2,1569.801895843173,1558.3210624192534,912221290.1744049,8769.801895843173,25,False
1,9,jgoldverg@gmail.com-cali,10,2637.94622574008,590.0032341072713,909798682.2406422,2637.94622574008,25,False
2,4,jgoldverg@gmail.com-cali,10,710.7915865648215,158.87861875790114,900404580.0444129,710.7915865648215,10,False
3,3,jgoldverg@gmail.com-cali,12,623.1936484204916,138.67104017211744,898597091.6413248,623.1936484204916,3,False
4,7,jgoldverg@gmail.com-cali,12,623.1936484204916,138.67104017211744,898597091.6413248,623.1936484204916,12,False
5,1,jgoldverg@gmail.com-cali,12,447.99777213183177,99.64967427864664,892861582.9863825,447.99777213183177,15,False
6,2,jgoldverg@gmail.com-cali,12,447.99777213183177,99.64967427864664,892861582.9863825,447.99777213183177,5,False
7,8,jgoldverg@gmail.com-cali,12,272.801895843172,60.628308385175856,879759281.9441801,272.801895843172,6,False
8,6,jgoldverg@gmail.com-cali,10,185.2039576988421,41.29917820807293,863912423.8380158,185.2039576988421,8,False
