idx,job_id,node,forecast_id,allocated_time,carbon_emissions,throughput,transfer_time,deadline,extendable
0,6,jgoldverg@gmail.com-cali,0,185.2039576988421,32.97380361024143,863912423.8380158,185.2039576988421,8,False
1,8,jgoldverg@gmail.com-cali,0,272.801895843172,48.622087244262026,879759281.9441801,272.801895843172,6,False
2,2,jgoldverg@gmail.com-cali,0,447.99777213183177,79.91865451230328,892861582.9863825,447.99777213183177,5,False
3,1,jgoldverg@gmail.com-cali,0,447.99777213183177,79.91865451230328,892861582.9863825,447.99777213183177,15,False
4,3,jgoldverg@gmail.com-cali,0,623.1936484204916,111.21522178034452,898597091.6413248,623.1936484204916,3,False
5,7,jgoldverg@gmail.com-cali,0,623.1936484204916,111.21522178034452,898597091.6413248,623.1936484204916,12,False
6,4,jgoldverg@gmail.com-cali,0,710.7915865648215,126.86350541436512,900404580.0444129,710.7915865648215,10,False
7,9,jgoldverg@gmail.com-cali,1,2637.94622574008,471.1257453628188,909798682.2406422,2637.94622574008,25,False
8,5,jgoldverg@gmail.com-cali,2,2923.267298614391,1566.505599744262,912221290.1744049,2923.267298614391,25,False
8,5,jgoldverg@gmail.com-cali,3,2923.267298614391,1566.505599744262,912221290.1744049,2923.267298614391,25,False
8,5,jgoldverg@gmail.com-cali,4,2923.267298614391,1566.505599744262,912221290.1744049,2923.267298614391,25,False
