idx,job_id,node,forecast_id,allocated_time,carbon_emissions,throughput,transfer_time,deadline,extendable
0,3,jgoldverg@gmail.com-cali,3,623.1936484204916,108.62558178506376,898597091.6413248,623.1936484204916,3,False
1,2,jgoldverg@gmail.com-cali,5,447.99777213183177,82.88077306010928,892861582.9863825,447.99777213183177,5,False
2,8,jgoldverg@gmail.com-cali,6,272.80189584317196,52.82948671675774,879759281.9441801,272.80189584317196,6,False
3,6,jgoldverg@gmail.com-cali,8,185.20395769884206,38.74777551912568,863912423.8380158,185.20395769884206,8,False
4,4,jgoldverg@gmail.com-cali,10,710.7915865648215,150.3977336338798,900404580.0444129,710.7915865648215,10,False
5,7,jgoldverg@gmail.com-cali,10,623.1936484204916,131.84326338797814,898597091.6413248,623.1936484204916,12,False
6,1,jgoldverg@gmail.com-cali,10,97.60601955451217,20.516634508196724,819621580.3608367,97.60601955451217,15,False
7,9,jgoldverg@gmail.com-cali,9,2637.9462257400796,558.0670112112933,909798682.2406422,2637.9462257400796,25,False
8,5,jgoldverg@gmail.com-cali,10,2168.4087454601745,1857.4057221311475,912221290.1744047,2168.4087454601745,25,False
8,5,jgoldverg@gmail.com-cali,9,962.0537742599204,1855.6490609289617,912221290.1744047,962.0537742599204,25,False
8,5,jgoldverg@gmail.com-cali,11,3600.0,1844.4064292349726,912221290.1744047,3600.0,25,False
8,5,jgoldverg@gmail.com-cali,8,2039.3393761230782,1842.0349366120217,912221290.1744047,2039.3393761230782,25,False
