idx,job_id,node,forecast_id,allocated_time,carbon_emissions,throughput,transfer_time,deadline,extendable
0,3,jgoldverg@gmail.com-cali,1,623.1936484204916,106.26889981785064,898597091.6413248,623.1936484204916,3,False
1,2,jgoldverg@gmail.com-cali,1,447.99777213183177,76.35818479052824,892861582.9863825,447.99777213183177,5,False
2,8,jgoldverg@gmail.com-cali,1,272.80189584317196,46.447547381602924,879759281.9441801,272.80189584317196,6,False
3,6,jgoldverg@gmail.com-cali,1,185.20395769884206,31.4922674863388,863912423.8380158,185.20395769884206,8,False
4,4,jgoldverg@gmail.com-cali,1,710.7915865648215,121.22425733151185,900404580.0444129,710.7915865648215,10,False
5,7,jgoldverg@gmail.com-cali,1,623.1936484204916,106.26889981785064,898597091.6413248,623.1936484204916,12,False
6,1,jgoldverg@gmail.com-cali,1,97.60601955451217,16.5369099726776,819621580.3608367,97.60601955451217,15,False
7,9,jgoldverg@gmail.com-cali,0,2637.9462257400796,451.0603627322404,909798682.2406422,2637.9462257400796,25,False
8,5,jgoldverg@gmail.com-cali,1,639.2114713658368,1497.1145095628415,912221290.1744047,639.2114713658368,25,False
8,5,jgoldverg@gmail.com-cali,0,962.0537742599204,1499.8373344262293,912221290.1744047,962.0537742599204,25,False
8,5,jgoldverg@gmail.com-cali,2,3600.0,1505.9856486338797,912221290.1744047,3600.0,25,False
8,5,jgoldverg@gmail.com-cali,3,3568.5366502174165,1530.3154062841531,912221290.1744047,3568.5366502174165,25,False
